ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Carnegie Parent,Carnegie Parent,ID Carnegie,Carnegie,ID University,University,ID Degree,Degree,Completions,Slug University,Slug CIP6
"54","History","5401","History","540101","General History",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","general-history"
"45","Social Sciences","4599","Other Social Sciences","459999","Other Social Sciences",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-social-sciences-6"
"04","Architecture and Related Services","0402","Architecture","040201","Architecture",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","architecture-6"
"45","Social Sciences","4506","Economics","450699","Other Economics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","other-economics"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500102","Digital Arts",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","digital-arts"
"52","Business","5202","Business Administration, Management, & Operations","520205","Operations Management & Supervision",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","operations-management-supervision"
"04","Architecture and Related Services","0403","Urban Planning","040301","Urban, Community, & Regional Planning",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","urban-community-regional-planning"
"45","Social Sciences","4506","Economics","450601","General Economics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-economics"
"04","Architecture and Related Services","0409","Architectural Sciences & Technology","040902","Architectural & Building Sciences & Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","architectural-building-sciences-technology"
"50","Visual & Performing Arts","5009","Music","500999","Other Music",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-music"
"44","Public Administration and Social Service","4405","Public Work Analysis","440599","Other Public Policy Analysis",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",13,"carnegie-mellon-university","other-public-policy-analysis"
"04","Architecture and Related Services","0499","Other Architecture Studies","049999","Other Architecture & Related Services",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-architecture-related-services"
"44","Public Administration and Social Service","4405","Public Work Analysis","440501","General Public Policy Analysis",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",88,"carnegie-mellon-university","general-public-policy-analysis"
"44","Public Administration and Social Service","4404","Public Administration","440401","Public Administration",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",33,"carnegie-mellon-university","public-administration-6"
"09","Communications","0904","Journalism","090499","Other Journalism",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-journalism"
"09","Communications","0907","Radio, Television, & Digital Communication","090702","Digital Communication & Multimedia",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","digital-communication-multimedia"
"50","Visual & Performing Arts","5010","Arts, Entertainment, & Media Management","501001","General Arts, Entertainment, & Media Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",31,"carnegie-mellon-university","general-arts-entertainment-media-management"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500401","General Design & Visual Communications",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",16,"carnegie-mellon-university","general-design-visual-communications"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110102","Artificial Intelligence",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",72,"carnegie-mellon-university","artificial-intelligence"
"52","Business","5221","Telecommunications Management","522101","Telecommunications Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","telecommunications-management-6"
"50","Visual & Performing Arts","5009","Music","500913","Music Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","music-technology"
"42","Psychology","4299","Other Psychology Studies","429999","Other Psychology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-psychology"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110103","Information Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",584,"carnegie-mellon-university","information-technology"
"42","Psychology","4201","General Psychology","420101","General Psychology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","general-psychology-6"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500411","Game & Interactive Media Design",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",16,"carnegie-mellon-university","game-interactive-media-design"
"40","Physical Sciences","4010","Materials Sciences","401001","Materials Science",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",39,"carnegie-mellon-university","materials-science"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110199","Other Computer & Information Sciences",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",21,"carnegie-mellon-university","other-computer-information-sciences"
"52","Business","5214","Marketing","521401","General Marketing & Marketing Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","general-marketing-marketing-management"
"52","Business","5202","Business Administration, Management, & Operations","520201","General Business Administration & Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",298,"carnegie-mellon-university","general-business-administration-management"
"50","Visual & Performing Arts","5009","Music","500912","Music Pedagogy",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","music-pedagogy"
"52","Business","5202","Business Administration, Management, & Operations","520299","Other Business Administration, Management, & Operations",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-business-administration-management-operations"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",55,"carnegie-mellon-university","computer-science-6"
"40","Physical Sciences","4008","Physics","400801","General Physics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",12,"carnegie-mellon-university","general-physics"
"40","Physical Sciences","4005","Chemistry","400507","Polymer Chemistry",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","polymer-chemistry"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",72,"carnegie-mellon-university","computer-graphics"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500499","Other Design & Applied Arts",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-design-applied-arts"
"11","Computer and Information Sciences and Support Services","1109","Networking & Telecommunication Systems","110901","Computer Systems Networking & Telecommunications",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",80,"carnegie-mellon-university","computer-systems-networking-telecommunications"
"50","Visual & Performing Arts","5009","Music","500911","Stringed Instruments",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","stringed-instruments"
"40","Physical Sciences","4005","Chemistry","400501","General Chemistry",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","general-chemistry"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111003","Computer & Information Systems Security",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",70,"carnegie-mellon-university","computer-information-systems-security"
"38","Philosophy and Religious Studies","3801","Philosophy","380102","Logic",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","logic"
"52","Business","5213","Management Sciences & Quantitative Methods","521304","Actuarial Science",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",97,"carnegie-mellon-university","actuarial-science"
"50","Visual & Performing Arts","5009","Music","500908","Voice & Opera",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","voice-opera"
"38","Philosophy and Religious Studies","3801","Philosophy","380101","Philosophy",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","philosophy-6"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111099","Other Computer & Information Technology Services Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-computer-information-technology-services-management"
"52","Business","5203","Accounting","520301","Accounting",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","accounting-6"
"30","Interdisciplinary Studies","3033","Sustainability Studies","303301","Sustainability Studies",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",4,"carnegie-mellon-university","sustainability-studies-6"
"30","Interdisciplinary Studies","3031","Human Computer Interaction","303101","Human Computer Interaction",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",11,"carnegie-mellon-university","human-computer-interaction-6"
"11","Computer and Information Sciences and Support Services","1199","Other Computer Service Studies","119999","Other Computer & Information Support Services",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-computer-information-support-services"
"50","Visual & Performing Arts","5009","Music","500907","Keyboard Instruments",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","keyboard-instruments"
"30","Interdisciplinary Studies","3030","Computational Science","303001","Computational Science",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",47,"carnegie-mellon-university","computational-science-6"
"14","Engineering","1401","General Engineering","140101","General Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-engineering-6"
"30","Interdisciplinary Studies","3017","Behavioral Sciences","301701","Behavioral Sciences",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","behavioral-sciences-6"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500501","General Drama & Theater Arts",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-drama-theater-arts"
"14","Engineering","1405","Biomedical Engineering","140501","Bioengineering & Biomedical Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",53,"carnegie-mellon-university","bioengineering-biomedical-engineering"
"30","Interdisciplinary Studies","3015","Science, Technology, & Society","301501","Science, Technology, & Society",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","science-technology-society-6"
"14","Engineering","1407","Chemical Engineering","140701","Chemical Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",49,"carnegie-mellon-university","chemical-engineering-6"
"50","Visual & Performing Arts","5009","Music","500906","Conducting",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","conducting"
"27","Math & Statistics","2705","Statistics","270501","General Statistics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",31,"carnegie-mellon-university","general-statistics"
"14","Engineering","1408","Civil Engineering","140801","General Civil Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",100,"carnegie-mellon-university","general-civil-engineering"
"52","Business","5212","Management Information Systems & Services","521201","General Management Information Systems",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-management-information-systems"
"27","Math & Statistics","2703","Applied Mathematics","270305","Financial Mathematics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","financial-mathematics"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500502","Technical Theatre Design & Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","technical-theatre-design-technology"
"14","Engineering","1408","Civil Engineering","140899","Other Civil Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-civil-engineering"
"27","Math & Statistics","2703","Applied Mathematics","270303","Computational Mathematics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","computational-mathematics"
"52","Business","5206","Managerial Economics","520601","Business & Managerial Economics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","business-managerial-economics"
"14","Engineering","1409","Computer Engineering","140903","Computer Software Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",136,"carnegie-mellon-university","computer-software-engineering"
"27","Math & Statistics","2701","Mathematics","270101","General Mathematics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","general-mathematics"
"50","Visual & Performing Arts","5009","Music","500904","Music Theory & Composition",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","music-theory-composition"
"26","Biology","2699","Other Biological & Biomedical Science Studies","269999","Other Biological & Biomedical Sciences",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-biological-biomedical-sciences"
"14","Engineering","1410","Electrical Engineering","141001","Electrical & Electronics Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",201,"carnegie-mellon-university","electrical-electronics-engineering"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500504","Playwriting & Screenwriting",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","playwriting-screenwriting"
"26","Biology","2615","Neurobiology & Neurosciences","261503","Neurobiology & Anatomy",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","neurobiology-anatomy"
"14","Engineering","1411","Engineering Mechanics","141101","Engineering Mechanics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","engineering-mechanics-6"
"52","Business","5210","Human Resource Management & Services","521003","Organizational Behavior Studies",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","organizational-behavior-studies"
"26","Biology","2612","Biotechnology","261201","Biotechnology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","biotechnology-6"
"14","Engineering","1413","Engineering Science","141301","Engineering Science",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",26,"carnegie-mellon-university","engineering-science-6"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500507","Directing & Theatrical Production",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",4,"carnegie-mellon-university","directing-theatrical-production"
"50","Visual & Performing Arts","5010","Arts, Entertainment, & Media Management","501004","Theatre Arts Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",25,"carnegie-mellon-university","theatre-arts-management"
"26","Biology","2611","Biomathematics, Bioinformatics, & Computational Biology","261199","Other Biomathematics, Bioinformatics, & Computational Biology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",30,"carnegie-mellon-university","other-biomathematics-bioinformatics-computational-biology"
"14","Engineering","1414","Environmental Engineering","141401","Environmental Health Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","environmental-health-engineering"
"50","Visual & Performing Arts","5009","Music","500903","General Music Performance",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",19,"carnegie-mellon-university","general-music-performance"
"51","Health","5107","Health & Medical Administrative Services","510701","Health Care Administration & Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",47,"carnegie-mellon-university","health-care-administration-management"
"14","Engineering","1419","Mechanical Engineering","141901","Mechanical Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",158,"carnegie-mellon-university","mechanical-engineering-6"
"26","Biology","2611","Biomathematics, Bioinformatics, & Computational Biology","261101","Biometrics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",22,"carnegie-mellon-university","biometrics"
"52","Business","5207","Entrepreneurial & Small Business Operations","520799","Other Small Business & Entrepreneurial Operations",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-small-business-entrepreneurial-operations"
"14","Engineering","1433","Construction Engineering","143301","Construction Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","construction-engineering-6"
"52","Business","5208","Financial Management Services","520807","Investments & Securities",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","investments-securities"
"50","Visual & Performing Arts","5009","Music","500901","General Music",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-music"
"26","Biology","2601","General Biology","260101","General Biological Sciences",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-biological-sciences"
"14","Engineering","1437","Operations Research","143701","Operations Research",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","operations-research-6"
"23","English","2399","Other English Language & Literature","239999","Other English Language & Literature",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",14,"carnegie-mellon-university","other-english-language-literature-6"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500510","Costume Design",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","costume-design"
"23","English","2313","Rhetoric & Composition","231304","Rhetoric & Composition",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","rhetoric-composition-6"
"14","Engineering","1442","Robotics & Automation Engineering","144201","Mechatronics, Robotics, & Automation Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",108,"carnegie-mellon-university","mechatronics-robotics-automation-engineering"
"23","English","2313","Rhetoric & Composition","231303","Professional, Technical, Business, & Scientific Writing",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",16,"carnegie-mellon-university","professional-technical-business-scientific-writing"
"14","Engineering","1499","Other Engineering Studies","149999","Other Engineering",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",27,"carnegie-mellon-university","other-engineering"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500701","General Art Studies",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-art-studies"
"23","English","2301","General English Language & Literature","230101","General English Language & Literature",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-english-language-literature-6"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500599","Other Dramatic Arts & Stagecraft",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","other-dramatic-arts-stagecraft"
"15","Engineering Technologies","1500","General Engineering Technologies","150000","General Engineering Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",30,"carnegie-mellon-university","general-engineering-technology"
"52","Business","5208","Financial Management Services","520801","General Finance",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","general-finance"
"15","Engineering Technologies","1513","Drafting & Design Engineering Technologies","151302","CAD/CADD Drafting & Design Technology",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","cadcadd-drafting-design-technology"
"16","Language & Linguistics","1699","Other Foreign Languages, Literature, & Linguistic Studies","169999","Other Foreign Languages, Literatures, & Linguistics",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","other-foreign-languages-literatures-linguistics"
"15","Engineering Technologies","1515","Engineering-Related Fields","151501","Engineering & Industrial Management",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","engineering-industrial-management"
"15","Engineering Technologies","1515","Engineering-Related Fields","151502","Engineering Design",2017,"2017","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",32,"carnegie-mellon-university","engineering-design"
"30","Interdisciplinary Studies","3017","Behavioral Sciences","301701","Behavioral Sciences",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","behavioral-sciences-6"
"04","Architecture and Related Services","0402","Architecture","040201","Architecture",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","architecture-6"
"15","Engineering Technologies","1515","Engineering-Related Fields","151501","Engineering & Industrial Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",18,"carnegie-mellon-university","engineering-industrial-management"
"15","Engineering Technologies","1513","Drafting & Design Engineering Technologies","151302","CAD/CADD Drafting & Design Technology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","cadcadd-drafting-design-technology"
