ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Carnegie Parent,Carnegie Parent,ID Carnegie,Carnegie,ID University,University,ID Degree,Degree,Completions,Slug University,Slug CIP6
"50","Visual & Performing Arts","5009","Music","500906","Conducting",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","conducting"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500502","Technical Theatre Design & Technology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","technical-theatre-design-technology"
"27","Math & Statistics","2705","Statistics","270501","General Statistics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",26,"carnegie-mellon-university","general-statistics"
"14","Engineering","1408","Civil Engineering","140801","General Civil Engineering",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",118,"carnegie-mellon-university","general-civil-engineering"
"30","Interdisciplinary Studies","3015","Science, Technology, & Society","301501","Science, Technology, & Society",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","science-technology-society-6"
"14","Engineering","1407","Chemical Engineering","140701","Chemical Engineering",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",62,"carnegie-mellon-university","chemical-engineering-6"
"14","Engineering","1405","Biomedical Engineering","140501","Bioengineering & Biomedical Engineering",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",39,"carnegie-mellon-university","bioengineering-biomedical-engineering"
"16","Language & Linguistics","1699","Other Foreign Languages, Literature, & Linguistic Studies","169999","Other Foreign Languages, Literatures, & Linguistics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","other-foreign-languages-literatures-linguistics"
"50","Visual & Performing Arts","5009","Music","500907","Keyboard Instruments",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","keyboard-instruments"
"30","Interdisciplinary Studies","3030","Computational Science","303001","Computational Science",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",63,"carnegie-mellon-university","computational-science-6"
"14","Engineering","1401","General Engineering","140101","General Engineering",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-engineering-6"
"30","Interdisciplinary Studies","3031","Human Computer Interaction","303101","Human Computer Interaction",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","human-computer-interaction-6"
"11","Computer and Information Sciences and Support Services","1199","Other Computer Service Studies","119999","Other Computer & Information Support Services",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-computer-information-support-services"
"30","Interdisciplinary Studies","3033","Sustainability Studies","303301","Sustainability Studies",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","sustainability-studies-6"
"50","Visual & Performing Arts","5009","Music","500908","Voice & Opera",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","voice-opera"
"52","Business","5213","Management Sciences & Quantitative Methods","521304","Actuarial Science",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",94,"carnegie-mellon-university","actuarial-science"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500501","General Drama & Theater Arts",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-drama-theater-arts"
"38","Philosophy and Religious Studies","3801","Philosophy","380101","Philosophy",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","philosophy-6"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111099","Other Computer & Information Technology Services Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-computer-information-technology-services-management"
"52","Business","5203","Accounting","520301","Accounting",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","accounting-6"
"38","Philosophy and Religious Studies","3801","Philosophy","380102","Logic",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","logic"
"50","Visual & Performing Arts","5009","Music","500911","Stringed Instruments",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",14,"carnegie-mellon-university","stringed-instruments"
"52","Business","5202","Business Administration, Management, & Operations","520201","General Business Administration & Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",280,"carnegie-mellon-university","general-business-administration-management"
"40","Physical Sciences","4005","Chemistry","400501","General Chemistry",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","general-chemistry"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111003","Computer & Information Systems Security",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",68,"carnegie-mellon-university","computer-information-systems-security"
"11","Computer and Information Sciences and Support Services","1109","Networking & Telecommunication Systems","110901","Computer Systems Networking & Telecommunications",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",95,"carnegie-mellon-university","computer-systems-networking-telecommunications"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500499","Other Design & Applied Arts",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-design-applied-arts"
"40","Physical Sciences","4005","Chemistry","400507","Polymer Chemistry",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","polymer-chemistry"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",76,"carnegie-mellon-university","computer-graphics"
"40","Physical Sciences","4008","Physics","400801","General Physics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",12,"carnegie-mellon-university","general-physics"
"50","Visual & Performing Arts","5009","Music","500912","Music Pedagogy",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","music-pedagogy"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",61,"carnegie-mellon-university","computer-science-6"
"52","Business","5214","Marketing","521401","General Marketing & Marketing Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","general-marketing-marketing-management"
"40","Physical Sciences","4010","Materials Sciences","401001","Materials Science",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",42,"carnegie-mellon-university","materials-science"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110199","Other Computer & Information Sciences",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",13,"carnegie-mellon-university","other-computer-information-sciences"
"52","Business","5202","Business Administration, Management, & Operations","520299","Other Business Administration, Management, & Operations",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-business-administration-management-operations"
"50","Visual & Performing Arts","5009","Music","500913","Music Technology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","music-technology"
"42","Psychology","4201","General Psychology","420101","General Psychology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","general-psychology-6"
"52","Business","5221","Telecommunications Management","522101","Telecommunications Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","telecommunications-management-6"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500411","Game & Interactive Media Design",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","game-interactive-media-design"
"42","Psychology","4299","Other Psychology Studies","429999","Other Psychology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-psychology"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110103","Information Technology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",581,"carnegie-mellon-university","information-technology"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110102","Artificial Intelligence",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",46,"carnegie-mellon-university","artificial-intelligence"
"44","Public Administration and Social Service","4404","Public Administration","440401","Public Administration",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",32,"carnegie-mellon-university","public-administration-6"
"09","Communications","0904","Journalism","090499","Other Journalism",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-journalism"
"50","Visual & Performing Arts","5004","Design & Applied Arts","500401","General Design & Visual Communications",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",9,"carnegie-mellon-university","general-design-visual-communications"
"44","Public Administration and Social Service","4405","Public Work Analysis","440501","General Public Policy Analysis",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",101,"carnegie-mellon-university","general-public-policy-analysis"
"50","Visual & Performing Arts","5009","Music","500999","Other Music",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-music"
"44","Public Administration and Social Service","4405","Public Work Analysis","440599","Other Public Policy Analysis",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",16,"carnegie-mellon-university","other-public-policy-analysis"
"04","Architecture and Related Services","0499","Other Architecture Studies","049999","Other Architecture & Related Services",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-architecture-related-services"
"45","Social Sciences","4506","Economics","450601","General Economics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-economics"
"04","Architecture and Related Services","0409","Architectural Sciences & Technology","040902","Architectural & Building Sciences & Technology",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",11,"carnegie-mellon-university","architectural-building-sciences-technology"
"04","Architecture and Related Services","0403","Urban Planning","040301","Urban, Community, & Regional Planning",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",4,"carnegie-mellon-university","urban-community-regional-planning"
"50","Visual & Performing Arts","5010","Arts, Entertainment, & Media Management","501001","General Arts, Entertainment, & Media Management",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",25,"carnegie-mellon-university","general-arts-entertainment-media-management"
"45","Social Sciences","4506","Economics","450699","Other Economics",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",1,"carnegie-mellon-university","other-economics"
"54","History","5401","History","540101","General History",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","general-history"
"52","Business","5202","Business Administration, Management, & Operations","520205","Operations Management & Supervision",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","operations-management-supervision"
"50","Visual & Performing Arts","5001","General Visual & Performaing Arts","500102","Digital Arts",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","digital-arts"
"45","Social Sciences","4599","Other Social Sciences","459999","Other Social Sciences",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-social-sciences-6"
"15","Engineering Technologies","1515","Engineering-Related Fields","151502","Engineering Design",2016,"2016","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",15,"carnegie-mellon-university","engineering-design"
"50","Visual & Performing Arts","5009","Music","500901","General Music",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-music"
"14","Engineering","1499","Other Engineering Studies","149999","Other Engineering",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-engineering"
"27","Math & Statistics","2701","Mathematics","270101","General Mathematics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-mathematics"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",43,"carnegie-mellon-university","computer-science-6"
"50","Visual & Performing Arts","5009","Music","500906","Conducting",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","conducting"
"14","Engineering","1409","Computer Engineering","140903","Computer Software Engineering",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",72,"carnegie-mellon-university","computer-software-engineering"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500504","Playwriting & Screenwriting",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","playwriting-screenwriting"
"27","Math & Statistics","2703","Applied Mathematics","270303","Computational Mathematics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","computational-mathematics"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110103","Information Technology",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",589,"carnegie-mellon-university","information-technology"
"15","Engineering Technologies","1500","General Engineering Technologies","150000","General Engineering Technology",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",24,"carnegie-mellon-university","general-engineering-technology"
"54","History","5401","History","540101","General History",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","general-history"
"52","Business","5212","Management Information Systems & Services","521201","General Management Information Systems",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",13,"carnegie-mellon-university","general-management-information-systems"
"27","Math & Statistics","2703","Applied Mathematics","270305","Financial Mathematics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","financial-mathematics"
"15","Engineering Technologies","1513","Drafting & Design Engineering Technologies","151302","CAD/CADD Drafting & Design Technology",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",14,"carnegie-mellon-university","cadcadd-drafting-design-technology"
"52","Business","5214","Marketing","521401","General Marketing & Marketing Management",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-marketing-marketing-management"
"52","Business","5206","Managerial Economics","520601","Business & Managerial Economics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",6,"carnegie-mellon-university","business-managerial-economics"
"11","Computer and Information Sciences and Support Services","1199","Other Computer Service Studies","119999","Other Computer & Information Support Services",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-computer-information-support-services"
"27","Math & Statistics","2705","Statistics","270501","General Statistics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",29,"carnegie-mellon-university","general-statistics"
"15","Engineering Technologies","1515","Engineering-Related Fields","151501","Engineering & Industrial Management",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",11,"carnegie-mellon-university","engineering-industrial-management"
"14","Engineering","1410","Electrical Engineering","141001","Electrical & Electronics Engineering",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",204,"carnegie-mellon-university","electrical-electronics-engineering"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500502","Technical Theatre Design & Technology",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","technical-theatre-design-technology"
"52","Business","5202","Business Administration, Management, & Operations","520201","General Business Administration & Management",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",265,"carnegie-mellon-university","general-business-administration-management"
"30","Interdisciplinary Studies","3015","Science, Technology, & Society","301501","Science, Technology, & Society",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","science-technology-society-6"
"04","Architecture and Related Services","0402","Architecture","040201","Architecture",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","architecture-6"
"50","Visual & Performing Arts","5007","Fine & Studio Arts","500701","General Art Studies",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","general-art-studies"
"15","Engineering Technologies","1515","Engineering-Related Fields","151502","Engineering Design",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",41,"carnegie-mellon-university","engineering-design"
"30","Interdisciplinary Studies","3017","Behavioral Sciences","301701","Behavioral Sciences",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","behavioral-sciences-6"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",94,"carnegie-mellon-university","computer-graphics"
"50","Visual & Performing Arts","5009","Music","500908","Voice & Opera",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",3,"carnegie-mellon-university","voice-opera"
"51","Health","5107","Health & Medical Administrative Services","510701","Health Care Administration & Management",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",57,"carnegie-mellon-university","health-care-administration-management"
"16","Language & Linguistics","1699","Other Foreign Languages, Literature, & Linguistic Studies","169999","Other Foreign Languages, Literatures, & Linguistics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",5,"carnegie-mellon-university","other-foreign-languages-literatures-linguistics"
"30","Interdisciplinary Studies","3031","Human Computer Interaction","303101","Human Computer Interaction",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",11,"carnegie-mellon-university","human-computer-interaction-6"
"14","Engineering","1411","Engineering Mechanics","141101","Engineering Mechanics",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","engineering-mechanics-6"
"52","Business","5213","Management Sciences & Quantitative Methods","521304","Actuarial Science",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",90,"carnegie-mellon-university","actuarial-science"
"30","Interdisciplinary Studies","3033","Sustainability Studies","303301","Sustainability Studies",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","sustainability-studies-6"
"04","Architecture and Related Services","0499","Other Architecture Studies","049999","Other Architecture & Related Services",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","other-architecture-related-services"
"14","Engineering","1401","General Engineering","140101","General Engineering",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","general-engineering-6"
"23","English","2301","General English Language & Literature","230101","General English Language & Literature",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-english-language-literature-6"
"50","Visual & Performing Arts","5009","Music","500904","Music Theory & Composition",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",7,"carnegie-mellon-university","music-theory-composition"
"38","Philosophy and Religious Studies","3801","Philosophy","380101","Philosophy",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","philosophy-6"
"14","Engineering","1413","Engineering Science","141301","Engineering Science",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",26,"carnegie-mellon-university","engineering-science-6"
"04","Architecture and Related Services","0409","Architectural Sciences & Technology","040902","Architectural & Building Sciences & Technology",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",4,"carnegie-mellon-university","architectural-building-sciences-technology"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110199","Other Computer & Information Sciences",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",10,"carnegie-mellon-university","other-computer-information-sciences"
"50","Visual & Performing Arts","5005","Theater Arts & Stagecraft","500501","General Drama & Theater Arts",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","general-drama-theater-arts"
"38","Philosophy and Religious Studies","3801","Philosophy","380102","Logic",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",8,"carnegie-mellon-university","logic"
"23","English","2313","Rhetoric & Composition","231303","Professional, Technical, Business, & Scientific Writing",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",14,"carnegie-mellon-university","professional-technical-business-scientific-writing"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110102","Artificial Intelligence",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",45,"carnegie-mellon-university","artificial-intelligence"
"52","Business","5203","Accounting","520301","Accounting",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","accounting-6"
"50","Visual & Performing Arts","5009","Music","500907","Keyboard Instruments",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",0,"carnegie-mellon-university","keyboard-instruments"
"40","Physical Sciences","4005","Chemistry","400501","General Chemistry",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",4,"carnegie-mellon-university","general-chemistry"
"52","Business","5208","Financial Management Services","520801","General Finance",2015,"2015","DOC","Doctoral Universities","15","Doctoral Universities: Highest Research Activity","211440","Carnegie Mellon University",7,"Masters Degree",2,"carnegie-mellon-university","general-finance"
