ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,CIP2,ID CIP2
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151230","Computer support specialists",2018,"2018","true","true",81632,7012.718086687408,77459.78916356331,4660.532804347279,730,"computer-support-specialists-151230","Computer and Information Sciences and Support Services","11"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","559830","Military, rank not specified",2018,"2018","true","true",2313,1180.7534291861746,65085.28620838738,17274.747526950694,26,"military-rank-not-specified","Computer and Information Sciences and Support Services","11"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","553010","Military enlisted tactical operations & air/weapons specialists & crew members",2018,"2018","true","true",791,690.4970882064209,61186.70417193426,17818.392037045574,8,"military-enlisted-tactical-operations-airweapons-specialists-crew-members","Computer and Information Sciences and Support Services","11"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","552010","Firstline enlisted military supervisors",2018,"2018","true","true",1586,977.7414943168508,82518.73203026481,17305.08078717647,16,"firstline-enlisted-military-supervisors","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","1110XX","Chief executives & legislators",2018,"2018","true","true",27330,4058.400250561985,193062.54196853275,22996.73429027741,277,"chief-executives-legislators","Computer and Information Sciences and Support Services","11"
"550000","Military specific occupations","550000","Military specific occupations","550000","Military specific occupations","551010","Military officer special & tactical operations leaders",2018,"2018","true","true",1134,826.7603469992815,83992.26278659613,26085.80619239427,15,"military-officer-special-tactical-operations-leaders","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537065","Stockers and order fillers",2018,"2018","true","true",5762,1863.6013508836347,31916.230649080182,13498.1976823779,52,"stockers-and-order-fillers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537064","Packers & packagers, hand",2018,"2018","true","true",682,641.1593137792413,46950.06451612903,33985.45139689505,5,"packers-packagers-hand","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537062","Laborers & freight, stock, & material movers, hand",2018,"2018","true","true",4975,1731.6657818044716,27096.506733668342,6490.914313973037,43,"laborers-freight-stock-material-movers-hand","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112021","Marketing managers",2018,"2018","true","true",9178,2351.9899114925397,124360.27162780562,26201.150334415506,88,"marketing-managers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112022","Sales managers",2018,"2018","true","true",5043,1743.4597196536922,153959.08387864367,48528.945925402564,50,"sales-managers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","112030","Public relations and fundraising managers",2018,"2018","true","true",1145,830.7604998168066,71958.1135371179,19855.712317472084,11,"public-relations-and-fundraising-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537061","Cleaners of vehicles & equipment",2018,"2018","true","true",540,570.519974655162,35162.90925925926,21918.004616692564,6,"cleaners-of-vehicles-equipment","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","537000","Material Moving Occupations","537051","Industrial truck & tractor operators",2018,"2018","true","true",406,494.6946182674448,26072.524630541873,20908.599622530073,6,"industrial-truck-tractor-operators","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533054","Taxi drivers",2018,"2018","true","true",3539,1460.5280418953196,31331.333992653294,10828.918753209246,23,"taxi-drivers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533053","Shuttle drivers and chauffeurs",2018,"2018","true","true",875,726.235566730217,62642.969142857146,42313.47498740839,6,"shuttle-drivers-and-chauffeurs","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113012","Administrative services managers",2018,"2018","true","true",632,617.2091842246252,83641.41772151898,41081.78891007463,8,"administrative-services-managers-113012","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533052","Bus drivers, transit and intercity",2018,"2018","true","true",698,648.636608376273,48842.01862464183,15399.596803020908,5,"bus-drivers-transit-and-intercity","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533051","Bus drivers, school",2018,"2018","true","true",443,516.7446373583858,28503.015801354402,10621.5503946478,6,"bus-drivers-school","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113021","Computer & information systems managers",2018,"2018","true","true",96257,7614.669681544682,139300.5303510394,6938.281998378212,957,"computer-information-systems-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533030","Driver/sales workers & truck drivers",2018,"2018","true","true",7359,2106.0732471966894,48287.10368256557,9755.791322414416,65,"driversales-workers-truck-drivers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113031","Financial managers",2018,"2018","true","true",18625,3350.3937224809415,144260.2040805369,23267.952476185008,167,"financial-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532031","Flight attendants",2018,"2018","true","true",816,701.3239219979912,62506.5943627451,26724.073775985857,5,"flight-attendants","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532010","Aircraft pilots & flight engineers",2018,"2018","true","true",3614,1475.9226024460709,145929.13945766463,44318.8040791923,31,"aircraft-pilots-flight-engineers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113051","Industrial production managers",2018,"2018","true","true",2001,1098.2352942915163,128229.93103448275,21054.772206208625,24,"industrial-production-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","531000","Supervisors of transportation & material moving workers",2018,"2018","true","true",2524,1233.4335803995616,44394.68145800317,14680.98169305062,19,"supervisors-of-transportation-material-moving-workers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5191XX","Miscellaneous production workers, including semiconductor processors",2018,"2018","true","true",3237,1396.8230942688201,44374.93265369169,16756.255449556495,29,"miscellaneous-production-workers-including-semiconductor-processors","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113061","Purchasing managers",2018,"2018","true","true",2989,1342.2498831346688,103503.67146202743,22955.912853028334,25,"purchasing-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519160","Computer numerically controlled tool operators and programmers",2018,"2018","true","true",965,762.6706149587196,57477.7689119171,20336.142000955,7,"computer-numerically-controlled-tool-operators-and-programmers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519151","Photographic process workers & processing machine operators",2018,"2018","true","true",2329,1184.830213234072,80085.2962644912,27883.78578132892,21,"photographic-process-workers-processing-machine-operators","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113071","Transportation, storage, & distribution managers",2018,"2018","true","true",1974,1090.800845009667,97825.96149949341,33333.73818590069,17,"transportation-storage-distribution-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519120","Painting workers",2018,"2018","true","true",265,399.666098252574,32457.33962264151,30457.044504647274,6,"painting-workers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113121","Human resources managers",2018,"2018","true","true",7109,2069.9921106222487,125599.5664650443,24972.272562079906,78,"human-resources-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519061","Inspectors, testers, sorters, samplers, & weighers",2018,"2018","true","true",9477,2389.9919265777526,60751.76268861454,8537.767274587177,83,"inspectors-testers-sorters-samplers-weighers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113131","Training & development managers",2018,"2018","true","true",1607,984.193206547853,110565.00622277535,24121.48016230142,12,"training-development-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518021","Stationary engineers & boiler operators",2018,"2018","true","true",1506,952.7633816908053,85869.05112881806,16301.120260102754,13,"stationary-engineers-boiler-operators","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514XXX","Miscellaneous metal workers & plastic workers, including multiple machine tool setters",2018,"2018","true","true",594,598.3662894145085,57272.38383838384,22013.202054514124,7,"miscellaneous-metal-workers-plastic-workers-including-multiple-machine-tool-setters","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119013","Farmers, ranchers, & other agricultural managers",2018,"2018","true","true",834,709.016876430017,60540.441247002396,84237.78020752149,10,"farmers-ranchers-other-agricultural-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","514120","Welding, soldering, & brazing workers",2018,"2018","true","true",768,680.3842523200074,49733.436197916664,28394.036663302177,9,"welding-soldering-brazing-workers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119021","Construction managers",2018,"2018","true","true",2961,1335.9483307866674,88780.62310030396,24898.084535389524,23,"construction-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","513020","Butchers & other meat, poultry, & fish processing workers",2018,"2018","true","true",772,682.1537760980053,23322.227979274612,13062.266093583334,6,"butchers-other-meat-poultry-fish-processing-workers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119030","Education administrators",2018,"2018","true","true",9025,2332.3045278808468,76140.66747922437,11260.144147377503,109,"education-administrators","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","513011","Bakers",2018,"2018","true","true",449,520.2322568559907,14934.94877505568,12221.175917690827,7,"bakers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5120XX","Other assemblers and fabricators",2018,"2018","true","true",2202,1152.0735811795555,42581.08446866485,9698.893329003851,16,"other-assemblers-and-fabricators","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119041","Architectural & engineering managers",2018,"2018","true","true",9960,2450.1347010731843,230849.12550200804,37696.53838445965,105,"architectural-engineering-managers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","512020","Electrical, electronics, & electromechanical assemblers",2018,"2018","true","true",632,617.2091842246252,78813.17721518988,65006.89217189869,6,"electrical-electronics-electromechanical-assemblers","Computer and Information Sciences and Support Services","11"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","511011","Firstline supervisors of production & operating workers",2018,"2018","true","true",2734,1283.719217730039,80025.91770299927,19188.426711249882,30,"firstline-supervisors-of-production-operating-workers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119051","Food service managers",2018,"2018","true","true",5194,1769.3680762585095,52857.37119753562,15289.666147439943,43,"food-service-managers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119070","Entertainment and recreation managers",2018,"2018","true","true",593,597.8624039229832,72977.15345699832,31234.160607104706,7,"entertainment-and-recreation-managers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","4990XX","Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2018,"2018","true","true",805,696.5808479277069,76059.67577639752,50802.01707759997,9,"miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499071","Maintenance & repair workers, general",2018,"2018","true","true",2728,1282.3098532273234,57835.39809384164,12331.948086481898,24,"maintenance-repair-workers-general","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119081","Lodging managers",2018,"2018","true","true",1701,1012.5685747698587,67676.84597295709,53622.45566007471,12,"lodging-managers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499060","Precision instrument & equipment repairers",2018,"2018","true","true",1103,815.3816111647365,73776.05802357207,26465.778697566457,12,"precision-instrument-equipment-repairers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119111","Medical & health services managers",2018,"2018","true","true",5013,1738.2663772496048,105516.50987432674,35869.09803854834,49,"medical-health-services-managers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119121","Natural sciences managers",2018,"2018","true","true",486,541.2428689049646,68381.96296296296,32574.327803782337,5,"natural-sciences-managers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499052","Telecommunications line installers & repairers",2018,"2018","true","true",1888,1066.7754471390622,41924.402012711864,10899.503204689703,15,"telecommunications-line-installers-repairers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","49904X","Industrial & refractory machinery mechanics",2018,"2018","true","true",1413,922.8769249316804,55840.57395612173,13905.325383144569,11,"industrial-refractory-machinery-mechanics","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119141","Property, real estate, & community association managers",2018,"2018","true","true",3449,1441.8375985503585,66008.54334589736,22968.619128364884,32,"property-real-estate-community-association-managers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499021","Heating, air conditioning, & refrigeration mechanics & installers",2018,"2018","true","true",690,644.9087981597863,52212.67246376812,20383.804283969796,7,"heating-air-conditioning-refrigeration-mechanics-installers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119151","Social & community service managers",2018,"2018","true","true",1664,1001.4955012554191,63745.964543269234,21513.111738180516,17,"social-community-service-managers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","1191XX","Other managers",2018,"2018","true","true",87856,7274.997194718447,141578.3609656711,8649.555755765745,865,"other-managers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493023","Automotive service technicians & mechanics",2018,"2018","true","true",1756,1028.808311020543,36177.25512528474,15413.039286086841,15,"automotive-service-technicians-mechanics","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492098","Security & fire alarm systems installers",2018,"2018","true","true",597,599.8754063208992,36588.58626465662,19842.669507673992,6,"security-fire-alarm-systems-installers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492020","Radio & telecommunications equipment installers & repairers",2018,"2018","true","true",2931,1329.163512557026,65180.262708973045,17685.328514620298,21,"radio-telecommunications-equipment-installers-repairers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492011","Computer, automated teller, & office machine repairers",2018,"2018","true","true",8446,2256.254210300196,55224.51101112953,9699.894449244868,78,"computer-automated-teller-office-machine-repairers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131022","Wholesale & retail buyers, except farm products",2018,"2018","true","true",1431,928.7364639217822,30997.512928022363,13624.929444888636,10,"wholesale-retail-buyers-except-farm-products","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","491011","Firstline supervisors of mechanics, installers, & repairers",2018,"2018","true","true",2103,1125.8780195638951,87332.33475986686,36104.509571017916,22,"firstline-supervisors-of-mechanics-installers-repairers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2018,"2018","true","true",342,454.0328908222829,58540.42105263158,28617.43971367765,5,"construction-building-inspectors","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131023","Purchasing agents, except wholesale, retail, & farm products",2018,"2018","true","true",4277,1605.6030026756239,109315.3703530512,27182.81907424726,29,"purchasing-agents-except-wholesale-retail-farm-products","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472111","Electricians",2018,"2018","true","true",2440,1212.7356037510806,81680.6963114754,37816.6037045374,22,"electricians","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131030","Claims adjusters, appraisers, examiners, & investigators",2018,"2018","true","true",3957,1544.3724172794214,95573.7846853677,26656.639978182913,25,"claims-adjusters-appraisers-examiners-investigators","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472061","Construction laborers",2018,"2018","true","true",1863,1059.6891317612472,39545.74986580784,20172.600110165156,17,"construction-laborers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131041","Compliance officers",2018,"2018","true","true",3012,1347.4041097193508,95857.54349269588,45910.09684169493,33,"compliance-officers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472040","Carpet, floor, & tile installers & finishers",2018,"2018","true","true",682,641.1593137792413,59023.15102639296,37655.098385766316,5,"carpet-floor-tile-installers-finishers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2018,"2018","true","true",2289,1174.6117214545397,35646.6745303626,10526.336120491791,14,"carpenters","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131051","Cost estimators",2018,"2018","true","true",760,676.8313257663152,87883.49868421053,37147.5831375334,6,"cost-estimators","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2018,"2018","true","true",1180,843.3620381439531,71094.51101694915,30463.20793249117,13,"firstline-supervisors-of-construction-trades-extraction-workers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131070","Human resources workers",2018,"2018","true","true",7711,2155.851837215817,75866.65802100895,11544.358701168123,75,"human-resources-workers","Computer and Information Sciences and Support Services","11"
"450000-490000","Natural resources, construction, & maintenance occupations","450000","Farming, Fishing, & Forestry Occupations","450000","Farming, Fishing, & Forestry Occupations","4520XX","Miscellaneous agricultural workers, including animal breeders",2018,"2018","true","true",938,751.9255037689386,29979.03198294243,16799.36504781536,8,"miscellaneous-agricultural-workers-including-animal-breeders","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439XXX","Miscellaneous office & administrative support workers, including desktop publishers",2018,"2018","true","true",2837,1307.676460217633,50252.433204088826,13976.693107671363,29,"miscellaneous-office-administrative-support-workers-including-desktop-publishers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131081","Logisticians",2018,"2018","true","true",1592,979.5891767700086,57132.0546482412,18564.316921388763,19,"logisticians","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131082","Project management specialists",2018,"2018","true","true",31757,4374.700881411058,114957.02018452625,8483.281952185338,305,"project-management-specialists","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439111","Statistical assistants",2018,"2018","true","true",1306,887.2468175036935,64482.53981623277,17514.017885821115,12,"statistical-assistants","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131111","Management analysts",2018,"2018","true","true",42410,5055.304138502825,106578.52952133931,9645.473062302679,394,"management-analysts","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439061","Office clerks, general",2018,"2018","true","true",7978,2192.8563707480052,42308.979067435444,11782.174983985296,75,"office-clerks-general","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131121","Meeting, convention, & event planners",2018,"2018","true","true",1199,850.1246493612475,43128.69724770642,17283.47421867375,9,"meeting-convention-event-planners","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439051","Mail clerks & mail machine operators, except postal service",2018,"2018","true","true",410,497.1255580417242,41585.90243902439,36120.72993050504,5,"mail-clerks-mail-machine-operators-except-postal-service","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131131","Fundraisers",2018,"2018","true","true",888,731.6105370175568,73670.86373873874,30844.457865476554,7,"fundraisers","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439041","Insurance claims & policy processing clerks",2018,"2018","true","true",1279,878.0276110162278,49757.40187646599,25404.241841383802,12,"insurance-claims-policy-processing-clerks","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439022","Word processors & typists",2018,"2018","true","true",1264,872.8637542394054,35874.93670886076,15401.76038621286,15,"word-processors-typists","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131151","Training & development specialists",2018,"2018","true","true",929,748.3095130653629,77411.73627556513,35934.40922911565,11,"training-development-specialists","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439021","Data entry keyers",2018,"2018","true","true",4358,1620.7351155743595,39389.458467186785,11444.44287759261,33,"data-entry-keyers","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131161","Market research analysts & marketing specialists",2018,"2018","true","true",5566,1831.632223204531,107674.0456342077,28441.12700768795,51,"market-research-analysts-marketing-specialists","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","436014","Secretaries and administrative assistants, except legal, medical, and executive",2018,"2018","true","true",6898,2039.0427661371791,45141.82850101479,8604.376501270102,85,"secretaries-and-administrative-assistants-except-legal-medical-and-executive","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","436011","Executive secretaries and executive administrative assistants",2018,"2018","true","true",1648,996.6690421513184,71026.21480582525,23821.679907139645,18,"executive-secretaries-and-executive-administrative-assistants","Computer and Information Sciences and Support Services","11"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131199","Business operations specialists, all other",2018,"2018","true","true",11269,2606.1600316130266,88042.84053598368,13931.8555621779,96,"business-operations-specialists-all-other","Computer and Information Sciences and Support Services","11"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435111","Weighers, measurers, checkers, & samplers, recordkeeping",2018,"2018","true","true",586,594.3232435442515,63010.82935153584,27902.906370864275,6,"weighers-measurers-checkers-samplers-recordkeeping","Computer and Information Sciences and Support Services","11"
